frame_id,track_id,overlay_box_index,depth_m,candidate_ttc,ground_truth_ttc,ground_confidence,closing_speed_mps,motion_residual_m,yolo_matched_class,yolo_matched_confidence,iou,semantic_score,misses,selected_center_x_norm,selected_bottom_y_norm,selected_width_norm,selected_height_norm,is_gt_danger_frame,label,annotator_notes
257,4,1,11.549,inf,inf,0.625,-0.883,0.823,,,,0.0000,245,0.4555,0.7111,0.4516,0.3528,0,,
259,4,1,8.629,12.057,inf,0.629,0.716,1.064,,,,0.0000,247,0.4305,0.8194,0.5016,0.4611,0,,
261,4,1,9.198,1.788,inf,0.435,5.146,0.597,,,,0.0000,249,0.4242,0.7889,0.4609,0.4306,0,,
263,4,1,6.454,0.822,inf,0.604,7.856,0.541,,,,0.0000,251,0.2766,0.7111,0.0938,0.0889,0,,
266,4,1,6.000,0.685,inf,0.553,8.764,0.423,,,,0.0000,253,0.2555,0.7111,0.0484,0.0444,0,,
266,137,2,8.084,inf,inf,0.553,-6.870,0.196,,,,0.0000,3,0.2906,0.6583,0.0594,0.0389,0,,
266,138,3,20.757,0.771,inf,0.553,26.922,1.528,,,,0.0000,3,0.4883,0.6028,0.3859,0.2444,0,,
268,137,1,6.024,inf,inf,0.539,-7.851,0.291,,,,0.0000,5,0.2703,0.6472,0.0219,0.0556,0,,
268,138,2,12.886,0.452,inf,0.539,28.526,1.448,,,,0.0000,5,0.4805,0.5972,0.3953,0.2389,0,,
270,4,1,6.000,0.844,inf,0.592,7.106,0.482,,,,0.0000,255,0.2492,0.7083,0.0328,0.0861,0,,
270,138,2,20.211,4.741,inf,0.592,4.263,2.661,,,,0.0000,7,0.3742,0.6000,0.1891,0.2417,0,,
272,4,1,6.024,1.435,inf,0.606,4.199,0.583,,,,0.0000,256,0.2719,0.7083,0.0813,0.0417,0,,
272,137,2,6.047,inf,inf,0.606,-4.778,0.338,,,,0.0000,8,0.2750,0.6528,0.0250,0.0611,0,,
272,138,3,21.943,inf,inf,0.606,-6.929,4.113,,,,0.0000,9,0.3766,0.5972,0.1688,0.2389,0,,
274,4,1,6.024,2.963,inf,0.591,2.033,0.430,,,,0.0000,257,0.2594,0.7111,0.0594,0.0639,0,,
274,138,2,25.180,inf,inf,0.591,-11.059,1.659,,,,0.0000,11,0.3805,0.5972,0.1734,0.2389,0,,
276,138,1,25.180,inf,inf,0.656,-10.368,1.341,,,,0.0000,13,0.4594,0.6611,0.4125,0.3028,0,,
278,4,1,6.071,inf,inf,0.560,-0.000,0.024,,,,0.0000,260,0.2437,0.7111,0.0219,0.0639,0,,
278,138,2,24.000,inf,inf,0.560,-16.187,2.799,,,,0.0000,15,0.3727,0.6361,0.2016,0.2778,0,,
280,4,1,6.047,inf,inf,0.564,-0.000,0.024,,,,0.0000,262,0.2430,0.7083,0.0234,0.0500,0,,
280,138,2,28.981,inf,inf,0.564,-17.323,1.505,,,,0.0000,17,0.4820,0.6139,0.3828,0.2556,0,,
282,138,1,28.444,inf,inf,0.538,-19.505,1.950,,,,0.0000,19,0.3555,0.7111,0.2516,0.3528,0,,
284,4,1,6.000,inf,inf,0.472,-0.000,0.024,,,,0.0000,265,0.2508,0.7139,0.0453,0.1083,0,,
284,138,2,28.981,inf,inf,0.472,-7.602,2.288,,,,0.0000,21,0.3773,0.6083,0.1641,0.2500,0,,
286,4,1,6.047,inf,inf,0.367,-0.000,0.024,,,,0.0000,266,0.2539,0.7083,0.0141,0.0417,0,,
286,138,2,30.720,inf,inf,0.367,-6.400,1.600,,,,0.0000,23,0.3719,0.5889,0.1469,0.2306,0,,
288,4,1,6.024,inf,inf,0.525,-0.094,0.028,,,,0.0000,268,0.2594,0.7139,0.0625,0.0444,0,,
288,138,2,25.600,inf,inf,0.525,-0.000,1.739,,,,0.0000,25,0.3867,0.6528,0.2609,0.2944,0,,
290,4,1,6.071,inf,inf,0.550,-0.067,0.030,,,,0.0000,270,0.2461,0.7083,0.0266,0.0444,0,,
290,138,2,22.588,2.132,inf,0.550,10.593,1.412,,,,0.0000,27,0.3680,0.5944,0.1422,0.2361,0,,
292,138,1,19.200,1.181,inf,0.500,16.254,2.032,,,,0.0000,29,0.3625,0.7056,0.2437,0.3472,0,,
294,138,1,25.600,0.918,inf,0.600,27.897,2.215,,,,0.0000,31,0.3852,0.6111,0.1766,0.2528,0,,
294,149,2,8.678,inf,inf,0.600,-3.319,0.959,,,,0.0000,2,0.2734,0.6500,0.0312,0.0444,0,,
296,138,1,11.212,0.395,inf,0.447,28.357,2.301,,,,0.0000,33,0.4492,0.7139,0.4422,0.3556,0,,
298,138,1,19.692,1.750,inf,0.514,11.253,3.657,,,,0.0000,35,0.4750,0.6639,0.3969,0.3056,0,,
300,138,1,21.333,8.500,inf,0.611,2.510,2.671,,,,0.0000,37,0.3914,0.6111,0.1828,0.2528,0,,
302,138,1,19.200,5.850,7.580,0.578,3.282,2.569,,,,0.0000,39,0.3867,0.6111,0.1828,0.2278,0,,
302,149,2,6.000,inf,7.580,0.578,0.112,0.032,,,,0.0000,6,0.2664,0.6472,0.0141,0.0417,0,,
305,138,1,13.357,0.600,3.339,0.574,22.261,1.391,,,,0.0000,41,0.3781,0.7083,0.2938,0.2944,0,,
307,138,1,10.667,0.412,2.464,0.336,25.905,1.133,,,,0.0000,43,0.3789,0.7111,0.2953,0.3056,0,,
384,181,1,6.120,0.749,inf,0.310,8.170,0.164,,,,0.0000,2,0.3297,0.6917,0.1812,0.1722,0,,
384,182,2,40.421,inf,inf,0.310,-44.485,0.416,,,,0.0000,2,0.4969,0.5083,0.3344,0.1500,0,,
386,181,1,6.027,1.175,inf,0.299,5.131,0.210,,,,0.0000,4,0.2555,0.6917,0.0328,0.0528,0,,
386,182,2,49.548,inf,inf,0.299,-58.495,0.767,,,,0.0000,4,0.5031,0.4861,0.3125,0.1278,0,,
388,182,1,56.889,inf,inf,0.263,-58.338,1.540,,,,0.0000,6,0.5125,0.4389,0.2313,0.0806,0,,
391,182,1,34.909,inf,inf,0.387,-7.283,7.513,,,,0.0000,8,0.4320,0.5111,0.2203,0.1528,0,,
391,186,2,6.707,0.300,inf,0.387,22.327,0.869,,,,0.0000,3,0.3414,0.7278,0.2141,0.2028,0,,
396,186,1,6.024,0.440,inf,0.330,13.678,2.020,,,,0.0000,5,0.2570,0.7028,0.0453,0.0472,0,,
401,186,1,6.000,2.488,inf,0.428,2.412,0.563,,,,0.0000,7,0.2680,0.7111,0.0734,0.0528,0,,
401,189,2,8.727,1.009,inf,0.428,8.650,0.920,,,,0.1488,3,0.3438,0.6389,0.1500,0.1139,0,,
401,192,3,39.385,2.508,inf,0.428,15.702,4.959,,,,0.0000,2,0.4969,0.5083,0.3406,0.1500,0,,
403,186,1,5.242,1.916,inf,0.372,2.736,0.547,,,,0.0000,9,0.2453,0.7528,0.0688,0.0722,0,,
403,189,2,8.629,1.086,inf,0.372,7.949,0.490,,,,0.0536,5,0.3422,0.6611,0.1250,0.1278,0,,
403,192,3,32.000,2.105,inf,0.372,15.200,1.964,,,,0.0000,4,0.4945,0.5222,0.3516,0.1639,0,,
405,187,1,5.977,inf,inf,0.446,-1.311,0.307,,,,0.0000,17,0.2602,0.7167,0.0609,0.1306,0,,
405,192,2,10.162,0.150,inf,0.446,67.832,6.223,,,,0.0000,6,0.4844,0.6194,0.3781,0.2611,0,,
407,192,1,9.481,0.130,inf,0.511,72.691,5.373,,,,0.0000,8,0.4539,0.7111,0.4422,0.3528,0,,
409,187,1,5.977,inf,inf,0.436,-2.773,0.277,,,,0.0000,18,0.2719,0.7167,0.0875,0.0639,0,,
412,187,1,5.885,inf,inf,0.475,-3.386,0.280,,,,0.0000,20,0.2570,0.7583,0.0609,0.0667,0,,
415,187,1,5.953,inf,inf,0.378,-0.851,0.406,,,,0.0000,23,0.2719,0.7056,0.0156,0.0806,0,,
417,192,1,11.636,inf,inf,0.445,-15.530,2.678,,,,0.1637,3,0.4523,0.7111,0.4422,0.3528,0,,
420,187,1,6.000,inf,inf,0.443,-0.000,0.047,,,,0.0000,27,0.2695,0.6500,0.0203,0.0528,0,,
423,187,1,5.953,inf,inf,0.314,-0.000,0.047,,,,0.0000,28,0.2719,0.7028,0.0344,0.1139,0,,
425,192,1,6.000,0.604,inf,0.324,9.932,2.746,,,,0.0655,3,0.2539,0.7167,0.0516,0.0361,0,,
425,202,2,66.783,18.857,inf,0.324,3.542,1.695,,,,0.0000,3,0.6445,0.5056,0.0672,0.1167,0,,
429,187,1,5.953,inf,inf,0.453,-0.000,0.033,,,,0.0000,32,0.2727,0.6556,0.0359,0.0389,0,,
429,202,2,32.681,5.867,inf,0.453,5.571,1.565,,,,0.0000,4,0.5078,0.5111,0.3156,0.1528,0,,
432,202,1,11.815,0.287,inf,0.509,41.115,4.407,,,,0.0000,6,0.4641,0.6583,0.4188,0.3000,0,,
434,202,1,12.000,0.334,inf,0.437,35.960,3.177,,,,0.0000,8,0.4867,0.6028,0.3828,0.2444,0,,
437,202,1,11.815,0.411,inf,0.439,28.768,2.877,,,,0.0000,10,0.4289,0.5861,0.2672,0.2278,0,,
439,202,1,11.907,6.450,inf,0.439,1.846,0.276,,,,0.0000,12,0.4258,0.5944,0.2734,0.2361,0,,
441,202,1,11.815,32.000,inf,0.498,0.369,0.055,,,,0.0000,14,0.4938,0.6000,0.3906,0.2417,0,,
441,213,2,5.977,inf,inf,0.498,-0.000,0.023,,,,0.0000,3,0.2570,0.7000,0.0391,0.0944,0,,
443,202,1,11.907,inf,inf,0.556,-0.000,0.000,,,,0.0000,16,0.4750,0.6778,0.4375,0.3194,0,,
445,202,1,11.636,inf,inf,0.382,-0.000,0.000,,,,0.0000,18,0.4828,0.6056,0.4062,0.2472,0,,
445,213,2,6.000,inf,inf,0.382,-0.000,0.023,,,,0.0000,5,0.2687,0.6472,0.0187,0.0528,0,,
447,202,1,11.907,inf,inf,0.457,-0.000,0.092,,,,0.0000,20,0.4938,0.6028,0.3906,0.2444,0,,
447,213,2,6.000,inf,inf,0.457,-0.000,0.000,,,,0.0000,7,0.2695,0.6583,0.0266,0.0667,0,,
450,202,1,11.815,inf,inf,0.455,-0.000,0.090,,,,0.0964,2,0.4313,0.5917,0.2687,0.2333,0,,
450,213,2,6.024,inf,inf,0.455,-0.000,0.023,,,,0.0000,9,0.2695,0.6917,0.0234,0.1028,0,,
452,202,1,32.681,inf,inf,0.590,-0.000,0.092,,,,0.0347,4,0.4953,0.5167,0.3469,0.1583,0,,
452,213,2,5.977,inf,inf,0.590,-0.000,0.023,,,,0.0000,11,0.2680,0.6500,0.0141,0.0472,0,,
454,202,1,11.636,inf,inf,0.558,-0.000,0.092,,,,0.0125,6,0.4820,0.6000,0.4016,0.2417,0,,
454,213,2,5.977,inf,inf,0.558,-0.000,0.023,,,,0.0000,13,0.2680,0.6500,0.0203,0.0556,0,,
456,202,1,11.907,inf,inf,0.593,-0.000,0.092,,,,0.0045,8,0.4281,0.5861,0.2781,0.2278,0,,
458,202,1,11.907,inf,inf,0.529,-0.204,0.041,,,,0.0016,10,0.4828,0.5972,0.4031,0.2389,0,,
460,202,1,12.000,inf,inf,0.532,-0.000,0.000,,,,0.0006,12,0.4797,0.6028,0.3844,0.2417,0,,
462,202,1,12.000,inf,inf,0.491,-0.000,0.092,,,,0.0002,14,0.4828,0.6028,0.3937,0.2306,0,,
464,202,1,12.094,inf,inf,0.466,-0.372,0.037,,,,0.0001,16,0.4828,0.6000,0.3875,0.2222,0,,
466,202,1,29.538,inf,inf,0.549,-0.625,0.032,,,,0.0000,18,0.4867,0.5944,0.3891,0.2250,0,,
468,202,1,25.600,inf,inf,0.520,-27.720,2.864,,,,0.0000,20,0.4867,0.5972,0.3859,0.2222,0,,
470,202,1,23.273,inf,inf,0.478,-32.184,3.218,,,,0.0000,22,0.3695,0.5944,0.1516,0.2194,0,,
470,223,2,6.000,inf,inf,0.478,-0.000,0.000,,,,0.0000,3,0.2680,0.6556,0.0234,0.0639,0,,
472,202,1,22.588,inf,inf,0.557,-17.655,4.093,,,,0.0000,24,0.4828,0.6306,0.3750,0.2639,0,,
474,202,1,22.588,11.859,inf,0.548,1.905,1.314,,,,0.0000,26,0.4813,0.6306,0.3781,0.2556,0,,
474,226,2,11.725,19.350,inf,0.548,0.606,0.136,,,,0.1890,2,0.5820,0.5944,0.1141,0.0861,0,,
476,202,1,27.927,22.549,inf,0.585,1.239,2.203,,,,0.0000,28,0.4813,0.5750,0.3781,0.2028,0,,
478,202,1,18.732,2.737,inf,0.544,6.845,1.384,,,,0.0000,30,0.4867,0.5972,0.3891,0.2278,0,,
478,223,2,5.977,inf,inf,0.544,0.015,0.006,,,,0.0000,7,0.2641,0.6639,0.0219,0.0611,0,,
480,202,1,26.483,4.568,inf,0.507,5.797,3.239,,,,0.0000,32,0.4836,0.5917,0.3828,0.2250,0,,
480,223,2,6.000,inf,inf,0.507,-0.000,0.000,,,,0.0000,9,0.2750,0.7056,0.0594,0.1167,0,,
482,202,1,12.288,0.596,inf,0.466,20.600,4.636,,,,0.0000,34,0.4992,0.6000,0.4141,0.2417,0,,
482,223,2,6.024,inf,inf,0.466,-0.000,0.000,,,,0.0000,11,0.2641,0.7083,0.0656,0.1250,0,,
484,202,1,24.000,3.323,inf,0.359,7.223,4.488,,,,0.0000,36,0.4844,0.6000,0.3844,0.2417,0,,
484,223,2,6.071,inf,inf,0.359,-0.000,0.023,,,,0.0000,13,0.2789,0.7056,0.0922,0.0417,0,,
484,229,3,5.908,inf,inf,0.359,-4.794,0.249,,,,0.0000,4,0.2633,0.6528,0.0141,0.0389,0,,
486,202,1,32.681,inf,inf,0.444,-19.347,4.359,,,,0.0000,38,0.4891,0.6028,0.3969,0.2444,0,,
486,229,2,7.111,inf,inf,0.444,-7.693,0.620,,,,0.0000,6,0.2781,0.7111,0.0594,0.1000,0,,
486,233,3,6.095,inf,inf,0.444,-0.136,1.020,,,,0.0000,2,0.7492,0.7111,0.0422,0.0417,0,,
486,235,4,6.047,0.120,inf,0.444,50.241,1.161,,,,0.0000,2,0.6977,0.7111,0.0266,0.0333,0,,
488,202,1,56.889,inf,inf,0.491,-83.624,9.641,,,,0.0000,40,0.4977,0.5306,0.3703,0.1722,0,,
488,233,2,6.000,inf,inf,0.491,-0.136,0.109,,,,0.0000,3,0.7469,0.7111,0.0500,0.0417,0,,
488,235,3,6.000,1.575,inf,0.491,3.810,2.786,,,,0.0000,4,0.6711,0.7111,0.0672,0.0389,0,,
490,202,1,52.966,inf,inf,0.562,-86.069,9.266,,,,0.0000,42,0.5117,0.5250,0.3516,0.1667,0,,
492,202,1,51.200,inf,inf,0.537,-67.508,7.303,,,,0.0000,44,0.5211,0.5167,0.3203,0.1583,0,,
492,233,2,6.000,inf,inf,0.537,-0.000,0.000,,,,0.0000,5,0.7328,0.7056,0.0719,0.0417,0,,
492,235,3,6.000,1.575,inf,0.537,3.810,1.333,,,,0.0000,5,0.6266,0.7083,0.0781,0.0444,0,,
494,202,1,56.889,inf,inf,0.284,-19.617,5.946,,,,0.0000,46,0.5070,0.5111,0.3422,0.1528,0,,
494,226,2,12.000,inf,inf,0.284,-0.000,0.000,,,,0.1258,2,0.3844,0.5833,0.0781,0.0750,0,,
496,202,1,64.000,inf,inf,0.361,-0.000,3.923,,,,0.0000,48,0.4914,0.4806,0.2922,0.1222,0,,
496,226,2,12.190,inf,inf,0.361,-1.034,0.072,,,,0.0453,4,0.4047,0.5917,0.0844,0.0722,0,,
498,202,1,49.548,9.000,inf,0.397,5.505,3.373,,,,0.0000,50,0.5023,0.5167,0.3609,0.1583,0,,
500,202,1,54.857,inf,inf,0.435,-9.143,4.051,,,,0.0000,52,0.4984,0.5167,0.3594,0.1583,0,,
502,202,1,42.667,2.800,inf,0.520,15.238,3.834,,,,0.0000,54,0.4844,0.5833,0.3875,0.2250,0,,
504,202,1,24.381,0.592,inf,0.451,41.195,2.256,,,,0.0000,56,0.4883,0.5972,0.3891,0.2389,0,,
506,202,1,33.391,0.548,inf,0.398,60.952,3.048,,,,0.0000,58,0.4828,0.6083,0.4000,0.2500,0,,
508,202,1,28.981,0.628,inf,0.503,46.163,2.308,,,,0.0000,60,0.4883,0.6056,0.3859,0.2472,0,,
510,202,1,31.347,0.771,inf,0.487,40.635,2.032,,,,0.0000,62,0.4211,0.5944,0.2641,0.2361,0,,
510,244,2,5.977,0.489,inf,0.487,12.216,0.869,,,,0.0000,2,0.2734,0.6528,0.0344,0.0583,0,,
512,202,1,21.041,0.552,inf,0.438,38.095,1.689,,,,0.0000,64,0.4289,0.6111,0.2797,0.2528,0,,
512,245,2,54.857,inf,inf,0.438,-16.154,4.501,,,,0.0000,3,0.6352,0.5111,0.0922,0.1528,0,,
514,202,1,24.000,2.319,inf,0.457,10.350,3.375,,,,0.0000,66,0.3812,0.6000,0.1844,0.2417,0,,
514,245,2,56.889,inf,inf,0.457,-20.317,3.454,,,,0.0000,5,0.6469,0.5111,0.0625,0.0556,0,,
514,247,3,5.931,inf,inf,0.457,0.082,0.054,,,,0.0000,2,0.2523,0.7139,0.0422,0.1083,0,,
516,247,1,6.047,inf,inf,0.487,-0.930,0.012,,,,0.0000,4,0.2555,0.7139,0.0547,0.0389,0,,
518,202,1,24.000,2.100,inf,0.479,11.429,1.587,,,,0.1209,2,0.4336,0.6028,0.2641,0.2444,0,,
518,245,2,54.857,inf,inf,0.479,-5.626,2.422,,,,0.0000,8,0.6438,0.5111,0.0750,0.1056,0,,
518,247,3,6.000,inf,inf,0.479,-0.358,0.030,,,,0.0000,6,0.2641,0.7139,0.0688,0.0889,0,,
520,202,1,23.273,2.528,inf,0.333,9.205,1.841,,,,0.0435,4,0.4859,0.6083,0.4000,0.2500,0,,
520,247,2,5.977,inf,inf,0.333,-0.095,0.041,,,,0.0000,8,0.2672,0.7111,0.0344,0.1139,0,,
522,202,1,21.634,8.924,inf,0.572,2.424,0.987,,,,0.0157,6,0.3766,0.6056,0.1938,0.2472,0,,
522,245,2,48.000,6.344,inf,0.572,7.566,2.788,,,,0.0000,10,0.6336,0.5139,0.0984,0.0833,0,,
522,247,3,6.047,inf,inf,0.572,-0.347,0.024,,,,0.0000,10,0.2570,0.7111,0.0516,0.0389,0,,
524,202,1,19.948,3.713,inf,0.471,5.373,1.075,,,,0.0056,8,0.3633,0.6417,0.2047,0.2833,0,,
524,245,2,51.200,8.700,inf,0.471,5.885,0.715,,,,0.0000,12,0.6555,0.5167,0.0547,0.0889,0,,
524,247,3,5.977,inf,inf,0.471,-0.000,0.023,,,,0.0000,12,0.2570,0.7306,0.0547,0.0694,0,,
526,202,1,19.200,2.567,inf,0.567,7.481,0.935,,,,0.0020,10,0.3836,0.6333,0.2266,0.2750,0,,
526,245,2,54.857,inf,inf,0.567,-0.000,1.892,,,,0.0000,14,0.6438,0.5167,0.0781,0.0778,0,,
526,247,3,6.000,inf,inf,0.567,-0.000,0.023,,,,0.0000,13,0.2664,0.7167,0.0734,0.0611,0,,
528,202,1,20.171,1.579,inf,0.498,12.777,0.531,,,,0.0007,12,0.4867,0.6000,0.3891,0.2306,0,,
528,247,2,6.120,inf,inf,0.498,-0.117,0.023,,,,0.0000,15,0.2633,0.7083,0.0234,0.0556,0,,
530,202,1,15.059,0.924,inf,0.396,16.297,0.104,,,,0.0003,14,0.3805,0.6306,0.2266,0.2333,0,,
530,245,2,49.548,inf,inf,0.396,-0.000,1.766,,,,0.0000,17,0.6086,0.5167,0.1484,0.1583,0,,
530,248,3,7.797,inf,inf,0.396,-0.195,0.850,,,,0.0000,4,0.2602,0.6667,0.0172,0.0333,0,,
532,226,1,15.835,inf,inf,0.344,-2.445,0.270,,,,0.1579,2,0.4805,0.6056,0.4047,0.2472,0,,
534,202,1,14.222,0.975,223.508,0.536,14.585,0.536,,,,0.0001,16,0.3625,0.5972,0.1625,0.1472,0,,
534,245,2,43.886,inf,223.508,0.536,-0.000,1.766,,,,0.0000,19,0.5781,0.5361,0.2281,0.1750,0,,
536,245,1,48.000,9.000,105.932,0.422,5.333,2.299,,,,0.0000,21,0.6055,0.5222,0.1609,0.1639,0,,
538,226,1,19.948,inf,98.338,0.368,-4.120,0.101,,,,0.0341,5,0.4898,0.5889,0.3953,0.2306,0,,
540,245,1,42.667,2.424,120.769,0.558,17.601,1.147,,,,0.0000,23,0.5727,0.5333,0.2328,0.1750,0,,
